-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,-1,2089,2089,2089,2089,2089,2089,2089,-1,-1,-1,-1,-1,-1,-1,-1
-1,2092,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,2092,2092,2092,2092,2092,-1
-1,2092,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,2092,-1,-1,-1,2092,-1
-1,2092,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,2092,-1,-1,-1,2092,-1
-1,2092,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,2092,-1,-1,-1,2092,-1
-1,2092,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,-1,-1,2092,-1,-1,-1,2092,-1
-1,2092,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2092,-1,-1,-1,2092,-1
-1,2092,-1,2089,2089,2089,2089,-1,-1,-1,-1,2089,-1,-1,-1,2092,2092,2092,2092,2092,2092,2092,2092,2092,-1,-1,-1,2092,-1
-1,2092,-1,2089,-1,-1,2089,-1,-1,-1,-1,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2092,-1
-1,2092,-1,2089,-1,-1,2089,-1,-1,-1,-1,2089,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,-1
-1,2092,-1,2089,-1,-1,2089,-1,-1,-1,-1,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2092,-1,2089,-1,-1,2089,2089,2089,2089,2089,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2092,-1,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,-1,-1,-1
-1,2092,-1,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,-1,-1,2092,-1,-1,-1,-1,2089,-1,-1,-1
-1,2092,-1,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,-1,-1,2092,-1,-1,-1,-1,2089,-1,-1,-1
-1,2092,-1,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,-1,-1,2092,-1,-1,-1,-1,2089,-1,-1,-1
-1,2092,-1,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,-1,-1,2092,-1,-1,-1,-1,2089,-1,-1,-1
-1,2092,-1,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,-1,-1,2092,-1,2089,2089,2089,2089,-1,-1,-1
-1,2092,-1,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,2089,-1,2092,2092,2092,2092,-1,2089,-1,-1,-1,-1,-1,-1
-1,2092,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,-1,-1,-1,-1
-1,2092,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,-1,-1,-1,-1
-1,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2092,2089,2089,2089,2089,2089,2089,2089,2089,2089,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
